rollout/action_saturation_fraction,train/action_std_16,train/action_std_13,rollout/is_timeout_mean,train/action_std_20,rollout/episodes_fwd,train/action_std_14,train/action_std_06,rollout/recovery_left,time/iterations,train/action_std_02,rollout/episodes_left,rollout/force_onset_mean,train/action_std_17,rollout/is_fall_mean,rollout/force_requested_impulse_mean,rollout/ep_rew_mean,rollout/recovery_right,train/action_std_03,train/std_max,rollout/recovery_back,train/action_std_22,train/action_std_00,time/total_timesteps,train/action_std_12,train/action_std_18,train/action_std_19,train/action_std_23,rollout/ep_len_mean,train/action_std_11,rollout/recovery_up,train/action_std_08,time/time_elapsed,rollout/episodes_back,train/action_std_15,rollout/episodes_up,time/fps,rollout/force_direction_mean,train/action_std_01,train/action_std_04,rollout/episodes_right,train/action_std_05,train/action_std_10,train/action_std_24,train/action_std_07,train/std_min,train/action_std_21,train/action_std_09,rollout/recovery_fwd,train/policy_gradient_loss,rollout/timeouts,train/approx_kl,train/value_loss,train/n_updates,rollout/episodes_noforce,rollout/timeout_without_onset_fraction,rollout/recovery_down,rollout/recovery_noforce,train/learning_rate,train/entropy_loss,train/clip_range,train/clip_range_vf,train/std,train/clip_fraction,train/explained_variance,rollout/episodes_down,train/loss
0.0,0.0917113721370697,0.08852730691432953,0.0,0.09188251942396164,14,0.09005383402109146,0.09264170378446579,0.0,1,0.09066179394721985,30,1.4335000000000009,0.09352801740169525,1.0,2.5835761849157963,202.20655822753906,0.0,0.09321391582489014,0.09360253065824509,0.0,0.09118885546922684,0.09005415439605713,131072,0.0933162197470665,0.08990368247032166,0.09307573735713959,0.09168025851249695,307.79545454545456,0.09330051392316818,0.0,0.09190909564495087,21,3,0.0921553373336792,13,5964,2.2613636363636362,0.09360253065824509,0.089472196996212,28,0.09101688861846924,0.08990925550460815,0.09355326741933823,0.09045577049255371,0.08852730691432953,0.09078841656446457,0.09276904910802841,0.0,,,,,,,,,,,,,,,,,,
0.0,0.09257043153047562,0.0892893522977829,0.49537037037037035,0.09270811825990677,35,0.0907759889960289,0.09346513450145721,0.2558139534883721,2,0.09145592153072357,43,1.431537037037038,0.09443202614784241,0.5046296296296297,2.040443812346908,667.3963012695312,0.18181818181818182,0.09409237653017044,0.09449642151594162,0.84,0.09206178039312363,0.0908297523856163,262144,0.09425979852676392,0.09075707942247391,0.0939941331744194,0.09258528053760529,975.89,0.09424977004528046,0.5,0.09284364432096481,47,25,0.09300850331783295,32,5492,1.9074074074074074,0.09449642151594162,0.09035055339336395,44,0.09188353270292282,0.09076186269521713,0.0944121703505516,0.0913347452878952,0.0892893522977829,0.09165604412555695,0.09366536885499954,0.4857142857142857,-0.0023752294510813953,107,0.0038049142,0.616806401591748,3540,24,0.0,0.8461538461538461,0.9583333333333334,1e-05,24.152858886122704,0.1,0.2,0.09247758984565735,0.1499481201171875,0.7753242254257202,13,1.9078350067138672
0.0,0.09341412037611008,0.09009101241827011,0.3125,0.093560129404068,22,0.0915636196732521,0.09432951360940933,0.1,3,0.09236665815114975,20,1.4338472222222234,0.09519543498754501,0.6875,2.1536909880656196,427.1629333496094,0.17073170731707318,0.09477520734071732,0.09535960108041763,0.7222222222222222,0.09289746731519699,0.0916338711977005,393216,0.09509845823049545,0.09157217293977737,0.0948953628540039,0.09334877878427505,640.94,0.09512348473072052,0.16666666666666666,0.09366443008184433,73,18,0.09394419193267822,24,5347,2.0833333333333335,0.09535960108041763,0.09118013828992844,41,0.092681884765625,0.09160099178552628,0.09523650258779526,0.09202588349580765,0.09009101241827011,0.09247409552335739,0.09448191523551941,0.13636363636363635,-0.0028515605175925885,45,0.0036390126,0.6127213800791651,3550,12,0.0,0.7142857142857143,0.9166666666666666,1e-05,23.929091410338877,0.1,0.2,0.09330058842897415,0.14511795043945314,0.798786997795105,7,1.7561781406402588
0.0,0.09419872611761093,0.09083429723978043,0.5439560439560439,0.09439042955636978,23,0.09225329011678696,0.095113106071949,0.1794871794871795,4,0.0930672436952591,39,1.4255604395604404,0.09606247395277023,0.45604395604395603,1.9124363769212571,580.28564453125,0.3548387096774194,0.09560422599315643,0.09613583981990814,0.8823529411764706,0.09369489550590515,0.09238653630018234,524288,0.09593464434146881,0.09236118942499161,0.09563760459423065,0.09421317279338837,848.62,0.0958876833319664,0.2857142857142857,0.09452152252197266,99,17,0.09475347399711609,28,5258,2.065934065934066,0.09613583981990814,0.09201366454362869,31,0.09343728423118591,0.09240041673183441,0.09607113152742386,0.09275375306606293,0.09083429723978043,0.0932653471827507,0.09530409425497055,0.6086956521739131,-0.002555185218079714,99,0.0034058215,0.5623752359999343,3560,24,0.0,1.0,1.0,1e-05,23.7143794298172,0.1,0.2,0.09409183263778687,0.1345458984375,0.7873480319976807,20,1.7852377891540527
0.0,0.09508396685123444,0.09161479771137238,0.4375,0.09525538980960846,26,0.09307394176721573,0.09598670154809952,0.1891891891891892,5,0.09385207295417786,37,1.4369886363636375,0.09682587534189224,0.5625,2.062375750235349,479.2826843261719,0.16216216216216217,0.0964328870177269,0.09695052355527878,0.8666666666666667,0.09459111094474792,0.0931750014424324,655360,0.09679961204528809,0.09319204092025757,0.09640651941299438,0.09510070085525513,710.22,0.09666941314935684,0.3783783783783784,0.09532082080841064,126,15,0.09556657820940018,37,5200,2.1136363636363638,0.09695052355527878,0.09279444813728333,37,0.09427797794342041,0.0933648943901062,0.09689148515462875,0.09363757073879242,0.09161479771137238,0.0941016674041748,0.09614865481853485,0.5384615384615384,-0.0029713428961258615,77,0.0037185408,0.5282920862315222,3570,16,0.0,0.875,1.0,1e-05,23.498114523291587,0.1,0.2,0.09492458403110504,0.1468353271484375,0.7619662880897522,8,1.7958333492279053
0.0,0.09590890258550644,0.09238678216934204,0.47282608695652173,0.09603797644376755,31,0.09398732334375381,0.09680911898612976,0.22857142857142856,6,0.09463803470134735,35,1.4188369565217402,0.09768009930849075,0.5271739130434783,2.026395805714039,500.7691345214844,0.38461538461538464,0.09720901399850845,0.09789101779460907,0.7647058823529411,0.09534741193056107,0.09394851326942444,786432,0.097662054002285,0.09397859871387482,0.09727298468351364,0.095957912504673,740.72,0.09749215096235275,0.25,0.09623005986213684,152,17,0.09645108133554459,32,5166,2.0,0.09789101779460907,0.0936153382062912,39,0.09515590965747833,0.09408370405435562,0.09764235466718674,0.09440761059522629,0.09238678216934204,0.0949268788099289,0.09705258160829544,0.4838709677419355,-0.0030426228755459305,87,0.003591491,0.5763218962587416,3580,19,0.0,0.9090909090909091,0.9473684210526315,1e-05,23.279778002202512,0.1,0.2,0.09575094282627106,0.14234619140625,0.7884397506713867,11,1.791238784790039
0.0,0.09675992280244827,0.09321220219135284,0.43646408839779005,0.09689349681138992,27,0.09473635256290436,0.09763173758983612,0.15384615384615385,7,0.09545674920082092,39,1.4208839779005535,0.09853523224592209,0.56353591160221,2.072193321759034,497.6884460449219,0.21428571428571427,0.098025843501091,0.09875193238258362,0.6666666666666666,0.09615784138441086,0.09472823888063431,917504,0.09849730134010315,0.09476646035909653,0.0981086865067482,0.0966915711760521,732.98,0.0982745960354805,0.4857142857142857,0.09707290679216385,178,9,0.09727247059345245,35,5137,2.088397790055249,0.09875193238258362,0.09438858926296234,42,0.09592481702566147,0.09489217400550842,0.09855625778436661,0.09519940614700317,0.09321220219135284,0.09574487805366516,0.09790205955505371,0.4444444444444444,-0.0027758636797443614,79,0.0034797536,0.5452233881922439,3590,20,0.0,1.0,1.0,1e-05,23.06607986241579,0.1,0.2,0.09656726568937302,0.13343582153320313,0.8022585511207581,9,1.6443028450012207
0.0,0.09757827967405319,0.09400524944067001,0.5,0.0977545827627182,14,0.09563778340816498,0.09851038455963135,0.5,8,0.0963304191827774,40,1.4369615384615393,0.09935720264911652,0.5,2.0520878615696474,555.9867553710938,0.2903225806451613,0.09883590042591095,0.09961476176977158,0.6,0.09698166698217392,0.09553494304418564,1048576,0.0993344634771347,0.09552942216396332,0.0989842563867569,0.09748262166976929,807.5,0.09911960363388062,0.32432432432432434,0.09788352251052856,205,10,0.09805051237344742,37,5112,2.3141025641025643,0.09961476176977158,0.09519530087709427,31,0.09671738743782043,0.09563931822776794,0.09946060925722122,0.0960136130452156,0.09400524944067001,0.09665438532829285,0.09880298376083374,0.5,-0.003082242356867937,78,0.0035051573,0.5850790371419862,3600,15,0.0,1.0,1.0,1e-05,22.85240672826767,0.1,0.2,0.09740036725997925,0.14234237670898436,0.8017553091049194,9,1.7530962228775024
0.0,0.09852391481399536,0.09485717862844467,0.43349753694581283,0.09862370043992996,29,0.09656831622123718,0.09939812123775482,0.21153846153846154,9,0.09720445424318314,52,1.4286699507389173,0.1002965047955513,0.5665024630541872,2.0055627390766584,480.9491882324219,0.15,0.0997074544429779,0.10049071162939072,0.8421052631578947,0.0978475883603096,0.09642527997493744,1179648,0.10022244602441788,0.09642769396305084,0.09985750168561935,0.09832843393087387,707.56,0.09994439035654068,0.375,0.0986759141087532,231,19,0.09895686060190201,24,5087,1.9211822660098523,0.10049071162939072,0.09601835161447525,40,0.09753681719303131,0.0964549332857132,0.10040728002786636,0.09677223861217499,0.09485717862844467,0.09746947139501572,0.0995664894580841,0.3103448275862069,-0.0026779754604831394,88,0.0035827449,0.5600541071267798,3610,24,0.0,0.8666666666666667,1.0,1e-05,22.633976486325263,0.1,0.2,0.09826327860355377,0.14281692504882812,0.7731587886810303,15,1.7772364616394043
0.0,0.09939320385456085,0.09566935151815414,0.3935483870967742,0.09948794543743134,25,0.09736855328083038,0.10026317834854126,0.19444444444444445,10,0.09795300662517548,36,1.4334451612903238,0.10118583589792252,0.6064516129032258,2.1081870419237907,487.86175537109375,0.20588235294117646,0.10060834884643555,0.10129846632480621,0.7,0.09862134605646133,0.0972268134355545,1310720,0.10112250596284866,0.09724749624729156,0.10065240412950516,0.09911542385816574,722.4,0.10071181505918503,0.38461538461538464,0.09958089888095856,258,10,0.09986978769302368,26,5070,2.0903225806451613,0.10129846632480621,0.09689430147409439,34,0.09834114462137222,0.09727151691913605,0.10122579336166382,0.09761270135641098,0.09566935151815414,0.09839947521686554,0.10052112489938736,0.32,-0.0028556742920045506,61,0.0035241782,0.6380315371789038,3620,14,0.0,0.9,0.9285714285714286,1e-05,22.41737619638443,0.1,0.2,0.09910570085048676,0.14126205444335938,0.7909188270568848,10,1.7913763523101807
0.0,0.10022376477718353,0.0965454950928688,0.543010752688172,0.10040277987718582,33,0.0981614962220192,0.10113520920276642,0.36363636363636365,11,0.09877682477235794,44,1.4235268817204312,0.10202717781066895,0.45698924731182794,1.989543640850341,515.7937622070312,0.2647058823529412,0.10145191103219986,0.10216619819402695,0.9230769230769231,0.0994674563407898,0.09804360568523407,1441792,0.10194247215986252,0.0980524942278862,0.10156484693288803,0.09998705238103867,764.8,0.10160364210605621,0.5161290322580645,0.10052268952131271,285,13,0.10076870769262314,31,5052,2.010752688172043,0.10216619819402695,0.09769176691770554,34,0.09915963560342789,0.09812793880701065,0.1021147146821022,0.09842979162931442,0.0965454950928688,0.0993126705288887,0.10143745690584183,0.5757575757575758,-0.003114860985078849,101,0.003630176,0.5514646222116426,3630,18,0.0,0.9230769230769231,0.9444444444444444,1e-05,22.203434811532496,0.1,0.2,0.09996471554040909,0.14542465209960936,0.7904098033905029,13,1.5980339050292969
0.0,0.10114309936761856,0.09736648947000504,0.39790575916230364,0.10130099952220917,28,0.0989764928817749,0.1019788309931755,0.2558139534883721,12,0.0996459573507309,43,1.4320732984293203,0.10292571783065796,0.6020942408376964,2.1159094037292303,443.8006896972656,0.26666666666666666,0.10232294350862503,0.10299131274223328,0.6470588235294118,0.10033731162548065,0.09881187230348587,1572864,0.1028805822134018,0.09891300648450851,0.10241493582725525,0.10089728236198425,656.65,0.1024867445230484,0.2647058823529412,0.10133128613233566,312,17,0.10170933604240417,34,5038,2.1780104712041886,0.10293549299240112,0.09849231690168381,45,0.09993655234575272,0.09896771609783173,0.10299131274223328,0.09929579496383667,0.09736648947000504,0.1001889556646347,0.10229820758104324,0.39285714285714285,-0.0026570473256469994,76,0.0034523224,0.5603065357077867,3640,13,0.0,0.9090909090909091,0.9230769230769231,1e-05,21.989039175212383,0.1,0.2,0.10082197189331055,0.1341278076171875,0.7911955714225769,11,1.6533373594284058
0.0,0.10199454426765442,0.09810655564069748,0.4388888888888889,0.10227782279253006,24,0.09984707087278366,0.1028413400053978,0.3333333333333333,13,0.1004633828997612,39,1.4327222222222233,0.10375835746526718,0.5611111111111111,2.014534566987604,491.2819519042969,0.20408163265306123,0.10313287377357483,0.1039564236998558,0.6,0.10115254670381546,0.09970584511756897,1703936,0.10372857749462128,0.09980508685112,0.1032896488904953,0.10177422314882278,729.95,0.10338134318590164,0.52,0.10215163230895996,338,15,0.10253198444843292,25,5027,2.1666666666666665,0.10384389013051987,0.09940776228904724,49,0.10086620599031448,0.0997629389166832,0.1039564236998558,0.10024899989366531,0.09810655564069748,0.10096143186092377,0.10320352017879486,0.375,-0.0027045014474424535,79,0.003502573,0.6476891378872096,3650,15,0.0,0.7692307692307693,1.0,1e-05,21.77443010509014,0.1,0.2,0.10168775171041489,0.14087753295898436,0.7956440448760986,13,1.784505844116211
0.0,0.1028451919555664,0.09894496947526932,0.42780748663101603,0.10316651314496994,25,0.10074707120656967,0.10374940931797028,0.2037037037037037,14,0.10136035829782486,54,1.4225240641711239,0.10466185957193375,0.5721925133689839,2.0617589292206784,472.35858154296875,0.3225806451612903,0.10407553613185883,0.10478336364030838,0.7777777777777778,0.10198301076889038,0.10057446360588074,1835008,0.10463017970323563,0.1007475033402443,0.10421567410230637,0.10266410559415817,706.03,0.10430683195590973,0.3870967741935484,0.10304640233516693,365,18,0.1034301370382309,31,5016,1.9411764705882353,0.10477825999259949,0.10033680498600006,31,0.10174768418073654,0.10063459724187851,0.10478336364030838,0.10115712881088257,0.09894496947526932,0.10185450315475464,0.1040838435292244,0.2,-0.0028998753152336574,80,0.0034924995,0.6291297322371975,3660,20,0.0,1.0,1.0,1e-05,21.558484010398388,0.1,0.2,0.10258100926876068,0.13436431884765626,0.7884351015090942,8,1.6955647468566895
0.0,0.10361426323652267,0.09982629120349884,0.4756756756756757,0.10405615717172623,32,0.10159574449062347,0.10467641055583954,0.18421052631578946,15,0.10224783420562744,38,1.443200000000001,0.10558204352855682,0.5243243243243243,2.0217733472337414,487.1068115234375,0.30434782608695654,0.10491926968097687,0.10578536242246628,0.6428571428571429,0.10285821557044983,0.10152864456176758,1966080,0.10562313348054886,0.10158459842205048,0.10511507093906403,0.10363061726093292,729.88,0.10523450374603271,0.43478260869565216,0.10397558659315109,392,14,0.10428564250469208,23,5006,2.0432432432432432,0.10578536242246628,0.10120759159326553,46,0.1026742085814476,0.10147218406200409,0.10574337095022202,0.10207024216651917,0.09982629120349884,0.10271228104829788,0.10508594661951065,0.5625,-0.0030606026834902877,88,0.0036560649,0.5788636173121631,3670,17,0.0,0.9333333333333333,0.9411764705882353,1e-05,21.338931857049467,0.1,0.2,0.10348420590162277,0.14817657470703124,0.7956571578979492,15,1.4833875894546509
