rollout/is_timeout_mean,train/action_std_05,time/total_timesteps,train/action_std_04,train/action_std_07,train/action_std_09,rollout/is_fall_mean,train/action_std_15,train/action_std_08,train/action_std_21,train/action_std_00,train/action_std_02,time/time_elapsed,train/action_std_13,rollout/ep_rew_mean,rollout/episodes_noforce,time/iterations,train/action_std_12,train/action_std_11,train/action_std_18,time/fps,train/action_std_19,train/action_std_17,rollout/force_onset_mean,rollout/force_requested_impulse_mean,train/action_std_06,rollout/ep_len_mean,train/action_std_10,rollout/force_direction_mean,rollout/recovery_noforce,train/std_max,train/action_std_01,train/std_min,rollout/action_saturation_fraction,train/action_std_03,train/action_std_20,train/action_std_14,train/action_std_16,train/action_std_23,train/action_std_22,train/action_std_24,train/policy_gradient_loss,train/entropy_loss,train/value_loss,train/explained_variance,train/learning_rate,rollout/timeout_without_onset_fraction,train/clip_fraction,train/loss,train/approx_kl,train/clip_range_vf,train/n_updates,train/std,train/clip_range,rollout/timeouts
0.0,0.04999999701976776,131072,0.04999999701976776,0.04999999701976776,0.04999999701976776,1.0,0.04999999701976776,0.04999999701976776,0.04999999701976776,0.04999999701976776,0.04999999701976776,10,0.04999999701976776,239.99180603027344,11,1,0.04999999701976776,0.04999999701976776,0.04999999701976776,12712,0.04999999701976776,0.04999999701976776,1.360181818181819,0.0,0.04999999701976776,369.8181818181818,0.04999999701976776,-1.0,0.0,0.04999999701976776,0.04999999701976776,0.04999999701976776,0.0,0.04999999701976776,0.04999999701976776,0.04999999701976776,0.04999999701976776,0.04999999701976776,0.04999999701976776,0.04999999701976776,,,,,,,,,,,,,,
0.8947368421052632,0.05007144436240196,262144,0.05006372183561325,0.05009496584534645,0.05007221922278404,0.10526315789473684,0.05006652697920799,0.050022926181554794,0.05004996061325073,0.050109777599573135,0.050112515687942505,28,0.0501115582883358,681.6072387695312,247,2,0.05009810999035835,0.05015639588236809,0.05002422630786896,9156,0.050092171877622604,0.05011863261461258,1.4059919028340089,0.0,0.050050508230924606,1000.0,0.050092913210392,-1.0,0.8947368421052632,0.05015639588236809,0.0500686876475811,0.050022926181554794,0.0,0.05009442940354347,0.050075776875019073,0.050108835101127625,0.05009899288415909,0.05010780692100525,0.05012298375368118,0.05010354518890381,-0.0026209118464066705,39.39520862400532,2.9275251721031963,-0.17075347900390625,1e-05,0.0,0.13471908569335939,3.8451013565063477,0.002579355,0.2,10,0.0500875860452652,0.1,221
0.375,0.05024479702115059,393216,0.0501328781247139,0.05020533874630928,0.05020156875252724,0.625,0.050172530114650726,0.05013960972428322,0.05016116797924042,0.05023202672600746,0.05019824206829071,46,0.05014855042099953,617.7135620117188,24,3,0.05020332708954811,0.05022704601287842,0.05009648576378822,8540,0.0502035915851593,0.050160400569438934,1.4140833333333342,0.0,0.05017755180597305,910.35,0.05017395317554474,-1.0,0.375,0.05024479702115059,0.05015096440911293,0.05009648576378822,0.0,0.050166644155979156,0.05015328526496887,0.050203412771224976,0.05018940940499306,0.05023250728845596,0.05023692548274994,0.05021527409553528,-0.0020395364319028887,39.34810248613358,1.4113320065662265,-0.9896494150161743,1e-05,0.0,0.10808486938476562,1.8030539751052856,0.0021889023,0.2,20,0.050185106694698334,0.1,9
0.9148936170212766,0.05033828690648079,524288,0.05020744726061821,0.050278838723897934,0.05031810328364372,0.0851063829787234,0.05025428533554077,0.05024365708231926,0.050225477665662766,0.05032196640968323,0.05032047629356384,64,0.05023093894124031,684.476318359375,235,4,0.05028338357806206,0.050274524837732315,0.050239693373441696,8167,0.050308432430028915,0.050271011888980865,1.3966382978723415,0.0,0.05030667036771774,993.01,0.050278373062610626,-1.0,0.9148936170212766,0.05033828690648079,0.050269000232219696,0.05020744726061821,0.0,0.050236087292432785,0.05021345615386963,0.05029068514704704,0.050216998904943466,0.05028096213936806,0.050328146666288376,0.05027411878108978,-0.0019329294244016637,39.30260028541088,1.4470626298338174,-1.7257709503173828,1e-05,0.0,0.11157150268554687,1.7518606185913086,0.0022376569,0.2,30,0.05027243494987488,0.1,215
0.6666666666666666,0.050393931567668915,655360,0.05026433616876602,0.05040360242128372,0.050448063760995865,0.3333333333333333,0.05036938935518265,0.050320275127887726,0.05024363473057747,0.050453271716833115,0.050426334142684937,81,0.05031673610210419,630.7689208984375,36,5,0.05032426863908768,0.05034566670656204,0.05032280460000038,8046,0.05036906525492668,0.050347454845905304,1.370777777777779,0.0,0.0503687784075737,923.17,0.050353266298770905,-1.0,0.6666666666666666,0.050453271716833115,0.050304561853408813,0.05024363473057747,0.0,0.05037548020482063,0.05037341266870499,0.05035146325826645,0.050308290868997574,0.05039418488740921,0.05040794238448143,0.05036187544465065,-0.002007918886238258,39.25999578535557,1.4627179991453887,-1.022404670715332,1e-05,0.0,0.11060256958007812,1.8089762926101685,0.0022310596,0.2,40,0.05035792291164398,0.1,24
0.9099099099099099,0.050472088158130646,786432,0.05043904483318329,0.050506070256233215,0.05058102309703827,0.09009009009009009,0.050427522510290146,0.05040987581014633,0.05028994381427765,0.05050085484981537,0.05053790658712387,99,0.05042598396539688,682.38916015625,222,6,0.05041583999991417,0.05044183507561684,0.050412099808454514,7906,0.05045805871486664,0.05043116584420204,1.3869369369369378,0.0,0.050444167107343674,1000.0,0.05036601796746254,-1.0,0.9099099099099099,0.05058102309703827,0.05037510767579079,0.05028994381427765,0.0,0.050469573587179184,0.05048085004091263,0.050446439534425735,0.050393860787153244,0.05052388459444046,0.050507575273513794,0.05044582486152649,-0.002017878778588056,39.21588306427002,1.3922697755508124,-1.0730717182159424,1e-05,0.0,0.10853805541992187,1.810719609260559,0.0021882053,0.2,50,0.05044810473918915,0.1,202
0.7659574468085106,0.05056597664952278,917504,0.05053611099720001,0.0506606325507164,0.05068390071392059,0.23404255319148937,0.050506237894296646,0.05056662857532501,0.050385378301143646,0.05060509964823723,0.050632160156965256,116,0.05056150257587433,641.09716796875,47,7,0.05054572597146034,0.05062081292271614,0.05054963007569313,7872,0.05052172765135765,0.050545088946819305,1.4305957446808522,0.0,0.05054783448576927,943.2,0.050481535494327545,-1.0,0.7659574468085106,0.05068390071392059,0.05051000788807869,0.050385378301143646,0.0,0.050555285066366196,0.05055893585085869,0.05049009248614311,0.050435397773981094,0.050587017089128494,0.05055927485227585,0.05054411292076111,-0.002145145402664639,39.16790094971657,1.3407992624677718,-0.7422137260437012,1e-05,0.0,0.1091888427734375,1.747525691986084,0.0021716894,0.2,60,0.05055024102330208,0.1,36
0.9166666666666666,0.050643157213926315,1048576,0.0506061390042305,0.05075894668698311,0.050816018134355545,0.08333333333333333,0.05053318291902542,0.050665680319070816,0.05049616098403931,0.050709862262010574,0.05067712068557739,134,0.05065380781888962,677.8621215820312,216,8,0.050571508705616,0.05074232444167137,0.05064164847135544,7798,0.05058290436863899,0.05062427744269371,1.4076481481481493,0.0,0.05069892108440399,992.89,0.05052223429083824,-1.0,0.9166666666666666,0.050816018134355545,0.050591275095939636,0.050480958074331284,0.0,0.050709571689367294,0.05057937279343605,0.05053666606545448,0.050480958074331284,0.050633352249860764,0.05064942315220833,0.05070861801505089,-0.0021518132330129447,39.12301273047924,1.3201064836233853,-0.9613528251647949,1e-05,0.0,0.1097015380859375,1.6608150005340576,0.0022092462,0.2,70,0.050633322447538376,0.1,198
0.6666666666666666,0.050702281296253204,1179648,0.05066089704632759,0.050815399736166,0.050870783627033234,0.3333333333333333,0.05058663338422775,0.05076897144317627,0.05065758898854256,0.05083238705992699,0.05076967179775238,151,0.05070744454860687,595.1719360351562,66,9,0.05063486099243164,0.05082801356911659,0.05080868676304817,7765,0.05070827901363373,0.05075689032673836,1.4169393939393948,0.0,0.05082899332046509,877.02,0.05061889439821243,-1.0,0.6666666666666666,0.050870783627033234,0.050668276846408844,0.05057535693049431,0.0,0.05077942833304405,0.050686340779066086,0.050647031515836716,0.05057535693049431,0.050754182040691376,0.05078341066837311,0.05082353949546814,-0.00213714550777695,39.07764874398708,1.2736994426697492,-0.7538470029830933,1e-05,0.0,0.11043548583984375,1.6189122200012207,0.002198615,0.2,80,0.05073097348213196,0.1,44
0.9040404040404041,0.05078309774398804,1310720,0.050695210695266724,0.05094478651881218,0.051038410514593124,0.09595959595959595,0.050643373280763626,0.05089930444955826,0.050766076892614365,0.05087247118353844,0.05086364224553108,169,0.05076686292886734,668.9161987304688,198,10,0.05075022205710411,0.05086888000369072,0.050898030400276184,7719,0.05081944540143013,0.05084716156125069,1.378141414141415,0.0,0.05091021582484245,978.63,0.05069386959075928,-1.0,0.9040404040404041,0.051038410514593124,0.050768837332725525,0.050643373280763626,0.0,0.05088409036397934,0.05079902336001396,0.050731267780065536,0.050667889416217804,0.050822608172893524,0.050867605954408646,0.0509357750415802,-0.002311480737080274,39.031962937116624,1.2302188019268214,-0.6699936389923096,1e-05,0.0,0.1069122314453125,1.6845000982284546,0.0021957837,0.2,90,0.05082152411341667,0.1,179
