train/std_min,rollout/is_timeout_mean,train/action_std_09,time/iterations,train/action_std_13,rollout/episodes_right,train/action_std_06,rollout/ep_len_mean,train/action_std_15,train/action_std_03,train/action_std_17,train/action_std_02,train/action_std_11,time/total_timesteps,train/action_std_10,time/fps,rollout/force_onset_mean,time/time_elapsed,train/std_max,rollout/force_direction_mean,train/action_std_20,train/action_std_24,train/action_std_18,train/action_std_04,train/action_std_00,rollout/ep_rew_mean,train/action_std_22,train/action_std_01,train/action_std_07,train/action_std_12,rollout/is_fall_mean,rollout/recovery_right,train/action_std_08,train/action_std_05,train/action_std_19,train/action_std_23,rollout/force_requested_impulse_mean,rollout/action_saturation_fraction,train/action_std_21,train/action_std_14,train/action_std_16,train/clip_range_vf,train/explained_variance,rollout/recovery_fwd,train/loss,rollout/episodes_fwd,train/approx_kl,rollout/timeouts,rollout/episodes_noforce,rollout/episodes_up,rollout/episodes_down,train/entropy_loss,train/std,rollout/recovery_left,rollout/episodes_left,train/policy_gradient_loss,rollout/recovery_up,train/learning_rate,train/value_loss,train/clip_fraction,train/clip_range,rollout/recovery_noforce,rollout/recovery_down,rollout/timeout_without_onset_fraction,rollout/episodes_back,rollout/recovery_back,train/n_updates
0.04999999701976776,0.0,0.04999999701976776,1,0.04999999701976776,1,0.04999999701976776,407.0,0.04999999701976776,0.04999999701976776,0.04999999701976776,0.04999999701976776,0.04999999701976776,131072,0.04999999701976776,12503,1.2180000000000009,10,0.04999999701976776,3.0,0.04999999701976776,0.04999999701976776,0.04999999701976776,0.04999999701976776,0.04999999701976776,264.3897399902344,0.04999999701976776,0.04999999701976776,0.04999999701976776,0.04999999701976776,1.0,0.0,0.04999999701976776,0.04999999701976776,0.04999999701976776,0.04999999701976776,0.8532428114042314,0.0,0.04999999701976776,0.04999999701976776,0.04999999701976776,,,,,,,,,,,,,,,,,,,,,,,,,,
0.05040591210126877,1.0,0.05042484402656555,2,0.05042792111635208,30,0.05041500926017761,1000.0,0.050434090197086334,0.050427284091711044,0.05043628811836243,0.05043844133615494,0.050461042672395706,262144,0.050424687564373016,9200,1.4046274509803933,28,0.050461042672395706,1.7529411764705882,0.0504375658929348,0.050416186451911926,0.05040591210126877,0.050426680594682693,0.050444334745407104,743.6839599609375,0.05044659599661827,0.0504177026450634,0.05041837692260742,0.05043678358197212,0.0,1.0,0.05042177811264992,0.05042865499854088,0.05041714757680893,0.050434328615665436,0.5156562500396321,0.0,0.05042335391044617,0.05044874921441078,0.05041130632162094,0.2,-0.16669023036956787,1.0,5.5002827644348145,35,0.0037587858,255,49,39,29,39.306962969899175,0.050429001450538635,1.0,32,-0.0016561473548790673,1.0,1e-05,2.9896084356121717,0.16215057373046876,0.1,1.0,1.0,0.0,41,1.0,10
0.050764575600624084,1.0,0.050834521651268005,3,0.05077801272273064,,0.05082807317376137,1000.0,0.05084066465497017,0.05078338831663132,0.050813570618629456,0.050821494311094284,0.050842106342315674,393216,0.05080730468034744,8677,1.394000000000001,45,0.050867289304733276,0.0,0.0508074015378952,0.050819870084524155,0.05079035088419914,0.05078465864062309,0.05082068219780922,743.9058837890625,0.05081893503665924,0.050767939537763596,0.05079684033989906,0.05080782622098923,0.0,,0.050837889313697815,0.050867289304733276,0.05079441890120506,0.05082986503839493,0.9597751741365461,0.0,0.05081307142972946,0.05082949250936508,0.050764575600624084,0.2,-1.308711290359497,1.0,3.31801176071167,1,0.0030432343,1,,,,39.100119376182555,0.0508120097219944,,,-0.0007420290400659724,,1e-05,1.3615863019600511,0.13315811157226562,0.1,,,0.0,,,20
0.05113920196890831,1.0,0.05123579874634743,4,0.05113920196890831,31,0.05125917121767998,1000.0,0.05125363543629646,0.05116245895624161,0.05123171955347061,0.05123157054185867,0.051190655678510666,524288,0.051214803010225296,8274,1.4020235294117658,63,0.05125917121767998,1.968627450980392,0.051221054047346115,0.051220089197158813,0.051211725920438766,0.05114811658859253,0.05122113972902298,739.5900268554688,0.0512242428958416,0.05118604376912117,0.051179636269807816,0.051204755902290344,0.0,1.0,0.05123646929860115,0.05122525617480278,0.051141127943992615,0.05116662010550499,0.5089523868155066,0.0,0.05123575031757355,0.05121959000825882,0.05114511772990227,0.2,-2.8542661666870117,1.0,3.2413129806518555,36,0.0030933246,255,47,29,50,38.909227749705316,0.05120422691106796,1.0,28,-0.0005818611102768045,1.0,1e-05,1.3231357490643858,0.13664321899414061,0.1,1.0,1.0,0.0,34,1.0,30
0.05151664465665817,0.5,0.05161941424012184,5,0.05151835083961487,,0.05163194611668587,991.83,0.051668666303157806,0.051550332456827164,0.05162357538938522,0.051617126911878586,0.05158180743455887,655360,0.05160396173596382,8159,1.523000000000001,80,0.051673002541065216,0.5,0.05166849493980408,0.051617249846458435,0.051621630787849426,0.051531776785850525,0.051673002541065216,733.3584594726562,0.051605816930532455,0.05153651908040047,0.051563560962677,0.05157172307372093,0.5,,0.05162596330046654,0.05159532278776169,0.05151664465665817,0.0515812523663044,0.4495168402367239,0.0,0.05157095938920975,0.05158279091119766,0.05154211074113846,0.2,-0.7408268451690674,0.0,3.284461498260498,1,0.0031003163,1,,,,38.71904521286488,0.05159280449151993,,,-0.0006750742061740311,,1e-05,1.4020714844577014,0.135125732421875,0.1,,,0.0,1,1.0,40
0.05189862474799156,0.9686274509803922,0.05204317718744278,6,0.05193500593304634,35,0.052039727568626404,990.72,0.05208403989672661,0.05191105231642723,0.05199788510799408,0.05200855806469917,0.05201831832528114,786432,0.05193730816245079,8008,1.3923137254901972,98,0.05208403989672661,1.6431372549019607,0.0520659014582634,0.05203041061758995,0.052034344524145126,0.05198587104678154,0.05206158384680748,728.5189819335938,0.05203425884246826,0.051950905472040176,0.05199381709098816,0.0519476979970932,0.03137254901960784,0.8857142857142857,0.052046999335289,0.05201070383191109,0.05189862474799156,0.05197523906826973,0.9386971711803496,0.0,0.05193118005990982,0.05200255662202835,0.05195774510502815,0.2,-1.7204034328460693,1.0,3.185980796813965,34,0.0031543528,247,60,30,32,38.52583364248276,0.05199611559510231,0.9,30,-0.0005568327705077536,1.0,1e-05,1.2847581242211163,0.13695755004882812,0.1,0.9833333333333333,1.0,0.0,34,1.0,50
0.05227271094918251,0.04878048780487805,0.05240693315863609,7,0.05235223472118378,16,0.0524626262485981,745.64,0.05246884375810623,0.05228075012564659,0.05239043012261391,0.052387792617082596,0.05248856171965599,917504,0.05232932046055794,7966,1.400000000000001,115,0.05248856171965599,2.4878048780487805,0.05247073248028755,0.052468594163656235,0.052453670650720596,0.052423641085624695,0.05247041955590248,542.79052734375,0.05246230214834213,0.05231944099068642,0.052409932017326355,0.052383583039045334,0.9512195121951219,0.0,0.052464891225099564,0.052392538636922836,0.05227271094918251,0.052359335124492645,1.669036865145315,0.0,0.05234198644757271,0.05240104719996452,0.05235183611512184,0.2,-0.5206878185272217,0.0,3.266941547393799,3,0.0032153805,2,,4,1,38.33262799680233,0.05240056663751602,0.0,16,-0.0012037798764140462,0.25,1e-05,1.3014912906102836,0.13788909912109376,0.1,,1.0,0.0,1,0.0,60
0.05264504626393318,0.8454545454545455,0.05282355472445488,8,0.052758634090423584,27,0.052889879792928696,982.38,0.05286089703440666,0.052678659558296204,0.05279092118144035,0.05284295603632927,0.052880335599184036,1048576,0.05272394418716431,7885,1.396700000000001,132,0.052921414375305176,1.8681818181818182,0.05280551314353943,0.052921414375305176,0.05286431312561035,0.052846383303403854,0.05287443473935127,704.4432983398438,0.052878331393003464,0.05273105949163437,0.052839718759059906,0.05274287611246109,0.15454545454545454,0.5925925925925926,0.052895642817020416,0.05281980335712433,0.05264504626393318,0.052800100296735764,1.1060465428983257,0.0,0.052773669362068176,0.05278289318084717,0.05277909338474274,0.2,-0.7051633596420288,0.8275862068965517,3.0768237113952637,29,0.0032371487,186,36,30,26,38.13894771039486,0.052810002118349075,0.6590909090909091,44,-0.00154462875389072,1.0,1e-05,1.1536546627990902,0.1368499755859375,0.1,0.9166666666666666,1.0,0.0,28,1.0,70
0.05305866897106171,0.4266666666666667,0.05324270576238632,9,0.053154896944761276,18,0.053316712379455566,751.34,0.05324440822005272,0.05308769643306732,0.053202368319034576,0.05329246446490288,0.053291015326976776,1179648,0.05313923582434654,7852,1.3786933333333342,150,0.0533321350812912,2.0533333333333332,0.05322708189487457,0.0533321350812912,0.05330190435051918,0.05326395854353905,0.05330287292599678,535.2261962890625,0.05331458896398544,0.05312785878777504,0.05325711518526077,0.053134750574827194,0.5733333333333334,0.16666666666666666,0.05331766605377197,0.05325566604733467,0.05305866897106171,0.05324713513255119,1.3691017702451798,0.0,0.05320015922188759,0.05324632301926613,0.05317985638976097,0.2,-0.7300217151641846,0.6666666666666666,3.1002578735351562,6,0.0032501053,32,8,8,3,37.942033514380455,0.053229570388793945,0.20689655172413793,29,-0.0014911110543380345,0.625,1e-05,1.178942916635424,0.13818435668945311,0.1,1.0,1.0,0.0,3,1.0,80
0.05346520245075226,0.8223350253807107,0.053679678589105606,10,0.053572677075862885,34,0.053740836679935455,983.25,0.053685374557971954,0.0534837506711483,0.05359248071908951,0.05369267240166664,0.053741466253995895,1310720,0.05360652133822441,7794,1.3878071065989854,168,0.05378740653395653,1.8172588832487309,0.05371445044875145,0.05378740653395653,0.05369831621646881,0.053668469190597534,0.053748104721307755,703.242919921875,0.053764790296554565,0.05357998237013817,0.053648293018341064,0.053574658930301666,0.17766497461928935,0.5588235294117647,0.053752101957798004,0.05368455499410629,0.05346520245075226,0.053674276918172836,1.0977838373191704,0.0,0.05361770838499069,0.0536942332983017,0.053638752549886703,0.2,-0.4313715696334839,0.90625,2.870512008666992,32,0.003288405,162,35,29,20,37.74196951687336,0.05366026982665062,0.5357142857142857,28,-0.0020697951292731886,0.9655172413793104,1e-05,1.0526353972498328,0.14160919189453125,0.1,0.9714285714285714,0.95,0.0,19,0.9473684210526315,90
