rollout/force_requested_impulse_mean,rollout/force_onset_mean,train/action_std_08,rollout/episodes_noforce,train/action_std_11,train/action_std_06,train/action_std_19,train/action_std_21,rollout/action_saturation_fraction,train/action_std_05,rollout/ep_rew_mean,train/action_std_16,train/action_std_12,train/action_std_00,train/action_std_01,time/iterations,train/std_min,rollout/ep_len_mean,train/action_std_04,rollout/force_direction_mean,time/fps,train/action_std_07,train/action_std_15,train/action_std_09,train/action_std_17,rollout/is_timeout_mean,train/std_max,rollout/is_fall_mean,train/action_std_10,time/total_timesteps,train/action_std_18,train/action_std_03,train/action_std_13,train/action_std_23,train/action_std_22,train/action_std_02,train/action_std_14,train/action_std_24,rollout/recovery_noforce,time/time_elapsed,train/action_std_20,train/policy_gradient_loss,train/entropy_loss,rollout/timeouts,train/loss,train/n_updates,train/clip_range,train/clip_range_vf,train/std,train/approx_kl,train/learning_rate,rollout/timeout_without_onset_fraction,train/clip_fraction,train/value_loss,train/explained_variance
0.0,1.3192631578947378,0.052006177604198456,38,0.05198802798986435,0.051932428032159805,0.052114397287368774,0.05200783908367157,0.0,0.05205068364739418,227.0264434814453,0.05201425030827522,0.05190815404057503,0.05209067091345787,0.05199475958943367,1,0.05190807953476906,352.07894736842104,0.052049458026885986,-1.0,3188,0.05200786516070366,0.0519292838871479,0.052026428282260895,0.05198775604367256,0.0,0.052114397287368774,1.0,0.051944799721241,131072,0.05190807953476906,0.05194130912423134,0.052008818835020065,0.051909565925598145,0.0520559586584568,0.05208684876561165,0.0519876703619957,0.05204763263463974,0.0,41,0.05201726406812668,,,,,,,,,,,,,,
0.0,1.4051709401709414,0.052006177604198456,234,0.05198802798986435,0.051932428032159805,0.052114397287368774,0.05200783908367157,0.0,0.05205068364739418,661.7704467773438,0.05201425030827522,0.05190815404057503,0.05209067091345787,0.05199475958943367,2,0.05190807953476906,988.5,0.052049458026885986,-1.0,2578,0.05200786516070366,0.0519292838871479,0.052026428282260895,0.05198775604367256,0.6709401709401709,0.052114397287368774,0.32905982905982906,0.051944799721241,262144,0.05190807953476906,0.05194130912423134,0.052008818835020065,0.051909565925598145,0.0520559586584568,0.05208684876561165,0.0519876703619957,0.05204763263463974,0.6709401709401709,101,0.05201726406812668,-0.0004706101590727485,38.439029693603516,157,0.8424630761146545,1540,0.1,0.2,0.05200064554810524,0.0001335477,1e-07,0.0,0.0,0.43440743011888117,0.872199296951294
0.0,1.3943939393939406,0.052006177604198456,66,0.05198802798986435,0.051932428032159805,0.052114397287368774,0.05200783908367157,0.0,0.05205068364739418,504.088623046875,0.05201425030827522,0.05190815404057503,0.05209067091345787,0.05199475958943367,3,0.05190807953476906,768.5,0.052049458026885986,-1.0,2442,0.05200786516070366,0.0519292838871479,0.052026428282260895,0.05198775604367256,0.3939393939393939,0.052114397287368774,0.6060606060606061,0.051944799721241,393216,0.05190807953476906,0.05194130912423134,0.052008818835020065,0.051909565925598145,0.0520559586584568,0.05208684876561165,0.0519876703619957,0.05204763263463974,0.3939393939393939,161,0.05201726406812668,-0.0005238463817931916,38.439029693603516,26,0.8583269119262695,1550,0.1,0.2,0.05200064554810524,0.00014987272,1e-07,0.0,0.0,0.4963646167423576,0.8754881024360657
0.0,1.4071018518518528,0.052006177604198456,216,0.05198802798986435,0.051932428032159805,0.052114397287368774,0.05200783908367157,0.0,0.05205068364739418,665.7086791992188,0.05201425030827522,0.05190815404057503,0.05209067091345787,0.05199475958943367,4,0.05190807953476906,992.71,0.052049458026885986,-1.0,2360,0.05200786516070366,0.0519292838871479,0.052026428282260895,0.05198775604367256,0.6898148148148148,0.052114397287368774,0.3101851851851852,0.051944799721241,524288,0.05190807953476906,0.05194130912423134,0.052008818835020065,0.051909565925598145,0.0520559586584568,0.05208684876561165,0.0519876703619957,0.05204763263463974,0.6898148148148148,222,0.05201726406812668,-0.00044512696363199213,38.439029693603516,149,0.7489023804664612,1560,0.1,0.2,0.05200064554810524,0.00012994386,1e-07,0.0,0.0,0.39517803001217544,0.8589898347854614
0.0,1.3872432432432444,0.052006177604198456,111,0.05198802798986435,0.051932428032159805,0.052114397287368774,0.05200783908367157,0.0,0.05205068364739418,473.3860168457031,0.05201425030827522,0.05190815404057503,0.05209067091345787,0.05199475958943367,5,0.05190807953476906,721.59,0.052049458026885986,-1.0,2318,0.05200786516070366,0.0519292838871479,0.052026428282260895,0.05198775604367256,0.40540540540540543,0.052114397287368774,0.5945945945945946,0.051944799721241,655360,0.05190807953476906,0.05194130912423134,0.052008818835020065,0.051909565925598145,0.0520559586584568,0.05208684876561165,0.0519876703619957,0.05204763263463974,0.40540540540540543,282,0.05201726406812668,-0.00048645908254911773,38.439029693603516,45,0.862950325012207,1570,0.1,0.2,0.05200064554810524,0.00013181695,1e-07,0.0,0.0,0.5104275757679716,0.8835166096687317
0.0,1.3892000000000009,0.052006177604198456,185,0.05198802798986435,0.051932428032159805,0.052114397287368774,0.05200783908367157,0.0,0.05205068364739418,625.9412231445312,0.05201425030827522,0.05190815404057503,0.05209067091345787,0.05199475958943367,6,0.05190807953476906,933.76,0.052049458026885986,-1.0,2288,0.05200786516070366,0.0519292838871479,0.052026428282260895,0.05198775604367256,0.6864864864864865,0.052114397287368774,0.31351351351351353,0.051944799721241,786432,0.05190807953476906,0.05194130912423134,0.052008818835020065,0.051909565925598145,0.0520559586584568,0.05208684876561165,0.0519876703619957,0.05204763263463974,0.6864864864864865,343,0.05201726406812668,-0.0005111776009925961,38.439029693603516,127,0.9250982999801636,1580,0.1,0.2,0.05200064554810524,0.00015725735,1e-07,0.0,1.52587890625e-06,0.5015140854520723,0.8657851219177246
0.0,1.3865669291338591,0.052006177604198456,127,0.05198802798986435,0.051932428032159805,0.052114397287368774,0.05200783908367157,0.0,0.05205068364739418,543.9716186523438,0.05201425030827522,0.05190815404057503,0.05209067091345787,0.05199475958943367,7,0.05190807953476906,821.1,0.052049458026885986,-1.0,2266,0.05200786516070366,0.0519292838871479,0.052026428282260895,0.05198775604367256,0.5748031496062992,0.052114397287368774,0.4251968503937008,0.051944799721241,917504,0.05190807953476906,0.05194130912423134,0.052008818835020065,0.051909565925598145,0.0520559586584568,0.05208684876561165,0.0519876703619957,0.05204763263463974,0.5748031496062992,404,0.05201726406812668,-0.00047679044250799053,38.439029693603516,73,0.8063960075378418,1590,0.1,0.2,0.05200064554810524,0.00013681815,1e-07,0.0,7.62939453125e-07,0.43204197131562977,0.8693045377731323
0.0,1.3635527950310569,0.052006177604198456,161,0.05198802798986435,0.051932428032159805,0.052114397287368774,0.05200783908367157,0.0,0.05205068364739418,585.814697265625,0.05201425030827522,0.05190815404057503,0.05209067091345787,0.05199475958943367,8,0.05190807953476906,883.83,0.052049458026885986,-1.0,2252,0.05200786516070366,0.0519292838871479,0.052026428282260895,0.05198775604367256,0.7018633540372671,0.052114397287368774,0.2981366459627329,0.051944799721241,1048576,0.05190807953476906,0.05194130912423134,0.052008818835020065,0.051909565925598145,0.0520559586584568,0.05208684876561165,0.0519876703619957,0.05204763263463974,0.7018633540372671,465,0.05201726406812668,-0.00041430822275287935,38.439029693603516,113,0.934767484664917,1600,0.1,0.2,0.05200064554810524,9.931266e-05,1e-07,0.0,0.0,0.4567946057999507,0.8522365093231201
0.0,1.3919865771812092,0.052006177604198456,149,0.05198802798986435,0.051932428032159805,0.052114397287368774,0.05200783908367157,0.0,0.05205068364739418,567.7265625,0.05201425030827522,0.05190815404057503,0.05209067091345787,0.05199475958943367,9,0.05190807953476906,854.21,0.052049458026885986,-1.0,2239,0.05200786516070366,0.0519292838871479,0.052026428282260895,0.05198775604367256,0.6442953020134228,0.052114397287368774,0.35570469798657717,0.051944799721241,1179648,0.05190807953476906,0.05194130912423134,0.052008818835020065,0.051909565925598145,0.0520559586584568,0.05208684876561165,0.0519876703619957,0.05204763263463974,0.6442953020134228,526,0.05201726406812668,-0.0005158263919156525,38.439029693603516,96,0.8565914034843445,1610,0.1,0.2,0.05200064554810524,0.0001625967,1e-07,0.0,1.52587890625e-06,0.4665385143365711,0.8375877141952515
0.0,1.386320000000001,0.052006177604198456,150,0.05198802798986435,0.051932428032159805,0.052114397287368774,0.05200783908367157,0.0,0.05205068364739418,601.8429565429688,0.05201425030827522,0.05190815404057503,0.05209067091345787,0.05199475958943367,10,0.05190807953476906,902.02,0.052049458026885986,-1.0,2225,0.05200786516070366,0.0519292838871479,0.052026428282260895,0.05198775604367256,0.6733333333333333,0.052114397287368774,0.32666666666666666,0.051944799721241,1310720,0.05190807953476906,0.05194130912423134,0.052008818835020065,0.051909565925598145,0.0520559586584568,0.05208684876561165,0.0519876703619957,0.05204763263463974,0.6733333333333333,588,0.05201726406812668,-0.00044409733113752735,38.439029693603516,101,0.8033671379089355,1620,0.1,0.2,0.05200064554810524,0.00012761631,1e-07,0.0,0.0,0.43881246289238335,0.8656162619590759
0.0,1.3967792207792218,0.052006177604198456,154,0.05198802798986435,0.051932428032159805,0.052114397287368774,0.05200783908367157,0.0,0.05205068364739418,568.7492065429688,0.05201425030827522,0.05190815404057503,0.05209067091345787,0.05199475958943367,11,0.05190807953476906,855.92,0.052049458026885986,-1.0,2216,0.05200786516070366,0.0519292838871479,0.052026428282260895,0.05198775604367256,0.6168831168831169,0.052114397287368774,0.38311688311688313,0.051944799721241,1441792,0.05190807953476906,0.05194130912423134,0.052008818835020065,0.051909565925598145,0.0520559586584568,0.05208684876561165,0.0519876703619957,0.05204763263463974,0.6168831168831169,650,0.05201726406812668,-0.0005030646116210846,38.439029693603516,95,0.8152941465377808,1630,0.1,0.2,0.05200064554810524,0.00016017216,1e-07,0.0,0.0,0.4282994291279465,0.8533056974411011
