rollout/is_fall_mean,rollout/is_timeout_mean,train/action_std_13,train/std_max,train/action_std_01,train/action_std_16,train/action_std_20,train/action_std_10,train/action_std_09,rollout/episodes_noforce,train/action_std_15,train/action_std_12,rollout/recovery_noforce,train/std_min,time/total_timesteps,train/action_std_06,train/action_std_02,train/action_std_24,train/action_std_19,train/action_std_23,train/action_std_00,rollout/ep_len_mean,train/action_std_14,train/action_std_18,rollout/force_direction_mean,train/action_std_21,time/fps,train/action_std_22,rollout/ep_rew_mean,train/action_std_04,rollout/force_onset_mean,time/iterations,train/action_std_11,time/time_elapsed,rollout/force_requested_impulse_mean,train/action_std_03,train/action_std_17,rollout/action_saturation_fraction,train/action_std_08,train/action_std_07,train/action_std_05,train/clip_fraction,train/clip_range,train/loss,rollout/timeouts,train/std,train/learning_rate,rollout/timeout_without_onset_fraction,train/value_loss,train/clip_range_vf,train/approx_kl,train/explained_variance,train/n_updates,train/policy_gradient_loss,train/entropy_loss
1.0,0.0,0.06902548670768738,0.07007966935634613,0.06951166689395905,0.0688355341553688,0.06941009312868118,0.06949754804372787,0.06986326724290848,37,0.06760221719741821,0.06887585669755936,0.0,0.06760221719741821,131072,0.06866894662380219,0.06825422495603561,0.06818374991416931,0.06883082538843155,0.06969696283340454,0.06780003011226654,369.3243243243243,0.0683666318655014,0.06883478164672852,-1.0,0.0690145418047905,11732,0.06843628734350204,239.24008178710938,0.06785119324922562,1.3976216216216224,1,0.0690864697098732,11,0.0,0.0686834380030632,0.06861051917076111,0.0,0.06849192827939987,0.07007966935634613,0.06835473328828812,,,,,,,,,,,,,,
0.28879310344827586,0.7112068965517241,0.06902577728033066,0.07009746879339218,0.06952240318059921,0.0688590258359909,0.06942585110664368,0.06953059136867523,0.06987272948026657,232,0.06762120872735977,0.06889399886131287,0.7112068965517241,0.06762120872735977,262144,0.06868422031402588,0.06828252971172333,0.06818872690200806,0.06884216517210007,0.06971503049135208,0.06782570481300354,993.22,0.06837915629148483,0.0688444972038269,-1.0,0.06903311610221863,8819,0.06846664100885391,663.3435668945312,0.06786512583494186,1.3949568965517252,2,0.06909611821174622,29,0.0,0.0686962902545929,0.06863203644752502,0.0,0.0685010775923729,0.07009746879339218,0.06837814301252365,0.027490234375,0.1,0.7503968477249146,165,0.06881118565797806,1e-06,0.0,0.45001640152186156,0.2,0.0012307253,0.8261092305183411,2310,-0.002041408338891415,31.440205653011798
0.684931506849315,0.3150684931506849,0.06903718411922455,0.07012069970369339,0.06953750550746918,0.0688694640994072,0.06943631172180176,0.06955455243587494,0.06988634169101715,73,0.06763362884521484,0.0689171850681305,0.3150684931506849,0.06763362884521484,393216,0.0686982050538063,0.06830276548862457,0.06820428371429443,0.06885702162981033,0.0697203278541565,0.06784475594758987,728.01,0.06840139627456665,0.06885077059268951,-1.0,0.06903713196516037,8239,0.06848252564668655,477.0304260253906,0.06787183880805969,1.4228767123287682,3,0.06911104917526245,47,0.0,0.06871078908443451,0.06864748150110245,0.0,0.06852047890424728,0.07012069970369339,0.06840687245130539,0.025789642333984376,0.1,0.7402840852737427,23,0.06882642954587936,1e-06,0.0,0.45244415395427495,0.2,0.0012279182,0.8320891261100769,2320,-0.002063065786478546,31.434502571821213
0.32242990654205606,0.677570093457944,0.06904897093772888,0.0701388567686081,0.06956572830677032,0.06888379901647568,0.06944527477025986,0.06957373768091202,0.06990041583776474,214,0.06765653938055038,0.06893162429332733,0.677570093457944,0.06765653938055038,524288,0.06871052831411362,0.06832428276538849,0.06822038441896439,0.0688716322183609,0.06973793357610703,0.06786054372787476,978.04,0.06840527802705765,0.06886562705039978,-1.0,0.06905412673950195,7917,0.06848863512277603,654.9910278320312,0.06788629293441772,1.3833551401869166,4,0.06912980228662491,66,0.0,0.06873131543397903,0.06866052746772766,0.0,0.06853105127811432,0.0701388567686081,0.06842173635959625,0.026313018798828126,0.1,0.7114485502243042,145,0.06884178519248962,1e-06,0.0,0.41742416406050326,0.2,0.0012289016,0.8304554224014282,2330,-0.00206440306856166,31.42891722470522
0.6,0.4,0.06906569749116898,0.07014954835176468,0.06957830488681793,0.06890086829662323,0.06947075575590134,0.06958946585655212,0.069916270673275,110,0.06766964495182037,0.06895381957292557,0.4,0.06766964495182037,655360,0.0687212273478508,0.06834223866462708,0.06823605298995972,0.06887813657522202,0.06976693868637085,0.06787857413291931,694.29,0.06842231750488281,0.06887408345937729,-1.0,0.0690731406211853,7763,0.06850110739469528,458.9389953613281,0.06790437549352646,1.3933454545454553,5,0.06914591789245605,84,0.0,0.06874937564134598,0.06867296993732452,0.0,0.06855475157499313,0.07014954835176468,0.06843087077140808,0.02415771484375,0.1,0.7629843950271606,44,0.06885785609483719,1e-06,0.0,0.4210224379086867,0.2,0.0012181108,0.8510273694992065,2340,-0.0019987460545053183,31.42323220819235
0.2681564245810056,0.7318435754189944,0.06907936930656433,0.07016821205615997,0.06958916783332825,0.06892155110836029,0.06950008124113083,0.06960616260766983,0.06993519514799118,179,0.06770217418670654,0.06897270679473877,0.7318435754189944,0.06770217418670654,786432,0.06872407346963882,0.06835928559303284,0.0682443156838417,0.0688970610499382,0.06978587061166763,0.06789796054363251,941.38,0.06842906028032303,0.06888510286808014,-1.0,0.06909702718257904,7641,0.06852636486291885,628.364013671875,0.0679144412279129,1.3875195530726268,6,0.06917353719472885,102,0.0,0.0687669888138771,0.06868693977594376,0.0,0.06857601553201675,0.07016821205615997,0.06845338642597198,0.024664306640625,0.1,0.6687275767326355,131,0.06887568533420563,1e-06,0.0,0.4033003319054842,0.2,0.001206516,0.84104984998703,2350,-0.00213624987231924,31.417073644697666
0.3902439024390244,0.6097560975609756,0.06909682601690292,0.07018400728702545,0.06960158050060272,0.0689409151673317,0.06951954960823059,0.06961953639984131,0.06995312124490738,123,0.06771373748779297,0.0689888596534729,0.6097560975609756,0.06771373748779297,917504,0.06873784214258194,0.06838109344244003,0.06825033575296402,0.06893374770879745,0.06980227679014206,0.06791969388723373,801.41,0.06844255328178406,0.06891713291406631,-1.0,0.06911046802997589,7577,0.06854062527418137,531.959716796875,0.06793109327554703,1.3730569105691068,7,0.06918879598379135,121,0.0,0.0687839537858963,0.06870443373918533,0.0,0.06858725100755692,0.07018400728702545,0.06846706569194794,0.024210357666015626,0.1,0.6945923566818237,75,0.06889265775680542,1e-06,0.0,0.36019792761653663,0.2,0.001228343,0.8362417221069336,2360,-0.0021114399009547922,31.41073781847954
0.3352272727272727,0.6647727272727273,0.06912289559841156,0.07019907236099243,0.06962092965841293,0.06895669549703598,0.06953281164169312,0.06963428109884262,0.06996312737464905,176,0.06773003935813904,0.06899451464414597,0.6647727272727273,0.06773003935813904,1048576,0.0687514916062355,0.06839139759540558,0.06827136129140854,0.06895548105239868,0.06982168555259705,0.06794331967830658,914.6,0.06846985965967178,0.06893591582775116,-1.0,0.06912315636873245,7525,0.068546824157238,609.652099609375,0.06794479489326477,1.3899204545454555,8,0.06921501457691193,139,0.0,0.06880373507738113,0.06872352212667465,0.0,0.06859665364027023,0.07019907236099243,0.06848280131816864,0.026076507568359376,0.1,0.7069662809371948,117,0.06890925765037537,1e-06,0.0,0.3951977188931778,0.2,0.0012578648,0.8176379203796387,2370,-0.0021939488467978665,31.404666428267955
0.36507936507936506,0.6349206349206349,0.06914859265089035,0.07021711021661758,0.0696345791220665,0.06896134465932846,0.06954509764909744,0.06965257972478867,0.06997659057378769,126,0.06775248795747757,0.06901580840349197,0.6349206349206349,0.06775248795747757,1179648,0.0687580481171608,0.0684017688035965,0.06829169392585754,0.06897126138210297,0.06983603537082672,0.06795618683099747,806.96,0.06848917156457901,0.06895500421524048,-1.0,0.06913509219884872,7478,0.06856561452150345,535.4570922851562,0.06796078383922577,1.4073333333333344,9,0.06923526525497437,157,0.0,0.06881272792816162,0.06874177604913712,0.0,0.06861215829849243,0.07021711021661758,0.06850561499595642,0.025901031494140626,0.1,0.6862649321556091,80,0.06892529875040054,1e-06,0.0,0.35841910939197985,0.2,0.0012386446,0.8462885618209839,2380,-0.0022381250547823584,31.398739114403725
0.3333333333333333,0.6666666666666666,0.06917410343885422,0.07023388892412186,0.06965621560811996,0.06896919012069702,0.06956826895475388,0.06968221068382263,0.0699906051158905,174,0.0677674189209938,0.06903407722711563,0.6666666666666666,0.0677674189209938,1310720,0.06877065449953079,0.06842612475156784,0.06831178814172745,0.06898708641529083,0.0698641985654831,0.06796658784151077,886.01,0.06851334124803543,0.06896854937076569,-1.0,0.06915025413036346,7445,0.06858082115650177,588.3751220703125,0.06797530502080917,1.3783793103448287,10,0.06924851983785629,176,0.0,0.06883449852466583,0.0687478706240654,0.0,0.06862296909093857,0.07023388892412186,0.06851339340209961,0.028264617919921874,0.1,0.6720626354217529,116,0.06894231587648392,1e-06,0.0,0.3799398727947846,0.2,0.001273231,0.8194470405578613,2390,-0.00220534260893146,31.392730945348738
