train/action_std_00,train/action_std_24,rollout/is_fall_mean,train/action_std_11,train/action_std_18,train/action_std_17,train/action_std_15,rollout/episodes_noforce,train/action_std_19,time/total_timesteps,train/action_std_01,train/std_max,train/action_std_23,train/action_std_08,rollout/ep_len_mean,time/fps,train/action_std_13,rollout/force_onset_mean,train/action_std_07,train/action_std_21,rollout/ep_rew_mean,train/action_std_14,rollout/force_direction_mean,train/action_std_09,rollout/force_requested_impulse_mean,train/action_std_10,rollout/recovery_noforce,rollout/is_timeout_mean,time/iterations,train/std_min,time/time_elapsed,train/action_std_04,train/action_std_12,train/action_std_16,train/action_std_22,train/action_std_06,train/action_std_05,train/action_std_03,rollout/action_saturation_fraction,train/action_std_20,train/action_std_02,train/clip_range_vf,train/clip_fraction,rollout/timeout_without_onset_fraction,train/explained_variance,train/loss,train/std,train/approx_kl,train/clip_range,train/n_updates,train/learning_rate,train/entropy_loss,rollout/timeouts,train/value_loss,train/policy_gradient_loss
0.04999999701976776,0.04999999701976776,1.0,0.04999999701976776,0.04999999701976776,0.04999999701976776,0.04999999701976776,6,0.04999999701976776,131072,0.04999999701976776,0.04999999701976776,0.04999999701976776,0.04999999701976776,312.6666666666667,12261,0.04999999701976776,1.0336666666666676,0.04999999701976776,0.04999999701976776,207.87635803222656,0.04999999701976776,-1.0,0.04999999701976776,0.0,0.04999999701976776,0.0,0.0,1,0.04999999701976776,10,0.04999999701976776,0.04999999701976776,0.04999999701976776,0.04999999701976776,0.04999999701976776,0.04999999701976776,0.04999999701976776,0.0,0.04999999701976776,0.04999999701976776,,,,,,,,,,,,,,
0.05013652518391609,0.05007127672433853,0.03968253968253968,0.050095733255147934,0.05009782314300537,0.05011650547385216,0.050048086792230606,252,0.05012650787830353,262144,0.05002177134156227,0.050155725330114365,0.050098251551389694,0.050121355801820755,1000.0,9000,0.050155725330114365,1.3977539682539692,0.05009407177567482,0.05007057264447212,681.0574340820312,0.05009748786687851,-1.0,0.05009796470403671,0.0,0.050138819962739944,0.9603174603174603,0.9603174603174603,2,0.05002177134156227,29,0.05004110559821129,0.050092101097106934,0.05012073740363121,0.050116267055273056,0.050060439854860306,0.05014592036604881,0.05008763447403908,0.0,0.05005231127142906,0.05010869354009628,0.2,0.1326019287109375,0.0,-0.10294830799102783,2.87186861038208,0.050096545368433,0.0025481023,0.1,10,1e-05,39.39334088563919,242,2.859638446290046,-0.002428594581397192
0.050216544419527054,0.05015186220407486,0.5555555555555556,0.05010252818465233,0.0502227246761322,0.05024586245417595,0.050181083381175995,9,0.050165124237537384,393216,0.0501033291220665,0.05026288703083992,0.050235167145729065,0.050221022218465805,967.56,8447,0.050232794135808945,1.4782222222222232,0.05022812262177467,0.05011207237839699,659.14990234375,0.050165604799985886,-1.0,0.05018475651741028,0.0,0.050243478268384933,0.4444444444444444,0.4444444444444444,3,0.05010252818465233,46,0.050123222172260284,0.05016178637742996,0.05025679990649223,0.05015462636947632,0.05011771246790886,0.05026288703083992,0.050121549516916275,0.0,0.050167277455329895,0.05021839961409569,0.2,0.10856475830078124,0.0,-0.36001551151275635,1.7920842170715332,0.05018385499715805,0.0021692594,0.1,20,1e-05,39.34675010740757,4,1.4559560215100646,-0.0016042585724335367
0.05032458156347275,0.050203029066324234,0.05263157894736842,0.050191204994916916,0.05032283067703247,0.05040557682514191,0.05019623041152954,247,0.05027584359049797,524288,0.0502021424472332,0.05040557682514191,0.050366904586553574,0.0503351055085659,1000.0,8070,0.050346098840236664,1.3954898785425112,0.05033371224999428,0.050204142928123474,681.7647094726562,0.050279054790735245,-1.0,0.050299931317567825,0.0,0.05029715970158577,0.9473684210526315,0.9473684210526315,4,0.050150271505117416,64,0.050150271505117416,0.05024116486310959,0.05030827969312668,0.05024135857820511,0.05022740364074707,0.05031498521566391,0.05019467696547508,0.0,0.050294701009988785,0.05031711980700493,0.2,0.10863723754882812,0.0,-1.240555763244629,1.8355367183685303,0.050274934619665146,0.0021373986,0.1,30,1e-05,39.30203224420548,234,1.4850741242989898,-0.0016649380485887378
0.05043894797563553,0.05037961155176163,0.5714285714285714,0.05020152032375336,0.05041705444455147,0.05053180828690529,0.0502655953168869,21,0.05042976140975952,655360,0.050264183431863785,0.05053180828690529,0.050477493554353714,0.05034467205405235,929.84,7965,0.05045801028609276,1.2680000000000011,0.05045892670750618,0.050259772688150406,634.4472045898438,0.05031817406415939,-1.0,0.05036308616399765,0.0,0.05039392039179802,0.42857142857142855,0.42857142857142855,5,0.05018601194024086,82,0.05018601194024086,0.05032625049352646,0.05038592964410782,0.05029291659593582,0.05030762031674385,0.05035692825913429,0.05026787146925926,0.0,0.050411343574523926,0.05039318650960922,0.2,0.11471633911132813,0.0,-0.1588817834854126,1.8039121627807617,0.05035722255706787,0.0022611222,0.1,40,1e-05,39.25955835282802,9,1.4458185002207755,-0.001812347936720471
0.050505660474300385,0.05048814415931702,0.04219409282700422,0.05032839626073837,0.050475578755140305,0.0506276935338974,0.0503518246114254,237,0.05054660513997078,786432,0.05040713772177696,0.0506276935338974,0.050590310245752335,0.05050673335790634,1000.0,7824,0.050519343465566635,1.3915274261603385,0.050544846802949905,0.05037280172109604,682.8894653320312,0.05037678778171539,-1.0,0.05048030614852905,0.0,0.05046349763870239,0.9578059071729957,0.9578059071729957,6,0.05032717436552048,100,0.05032717436552048,0.050453487783670425,0.05043775588274002,0.050411321222782135,0.050371203571558,0.05041341111063957,0.050446558743715286,0.0,0.05053391680121422,0.05051032081246376,0.2,0.11236038208007812,0.0,-0.578824520111084,1.8216477632522583,0.05045963451266289,0.002231313,0.1,50,1e-05,39.21303086876869,227,1.4122684642672538,-0.001894862081599058
0.050645824521780014,0.05054355785250664,0.27586206896551724,0.050398316234350204,0.05055680125951767,0.05071644112467766,0.050435181707143784,29,0.050684988498687744,917504,0.05050458759069443,0.05071644112467766,0.05065642669796944,0.05056372284889221,952.96,7793,0.050626907497644424,1.3556551724137944,0.050647176802158356,0.0504724495112896,647.2899780273438,0.05046534910798073,-1.0,0.05055325850844383,0.0,0.050576068460941315,0.7241379310344828,0.7241379310344828,7,0.05035019293427467,117,0.05035019293427467,0.05056140944361687,0.05052397772669792,0.05048456788063049,0.05050068721175194,0.05050826072692871,0.05055771768093109,0.0,0.05064740777015686,0.05055570602416992,0.2,0.11458358764648438,0.0,-0.5623804330825806,1.8022129535675049,0.050549477338790894,0.0022531208,0.1,60,1e-05,39.166048714518546,21,1.4131762183271348,-0.0017613561324651527
0.05075623840093613,0.05059352144598961,0.06521739130434782,0.050450265407562256,0.0506126768887043,0.05079794302582741,0.05048875883221626,230,0.05079251900315285,1048576,0.05062876641750336,0.05079794302582741,0.050752777606248856,0.050667792558670044,994.93,7718,0.05071524158120155,1.392034782608696,0.05069424584507942,0.05056198686361313,677.4951782226562,0.05049454793334007,-1.0,0.050658371299505234,0.0,0.05066903680562973,0.9347826086956522,0.9347826086956522,8,0.050450265407562256,135,0.05045733600854874,0.05067911371588707,0.0506109893321991,0.050527606159448624,0.050531305372714996,0.05066826567053795,0.05063921958208084,0.0,0.05079684033989906,0.050643399357795715,0.2,0.10590133666992188,0.0,-0.8182581663131714,1.681063175201416,0.05063554644584656,0.0021009264,0.1,70,1e-05,39.12252309620381,215,1.357809318136424,-0.0017698528913570044
0.050847988575696945,0.05070705711841583,0.275,0.05056340992450714,0.050659749656915665,0.05093986541032791,0.05065420642495155,40,0.05088591203093529,1179648,0.0507366843521595,0.05093986541032791,0.05079003423452377,0.050753381103277206,938.85,7704,0.05078865587711334,1.429250000000001,0.05082235485315323,0.05066752806305885,639.874755859375,0.050582364201545715,-1.0,0.0507194884121418,0.0,0.050821542739868164,0.725,0.725,9,0.0505010262131691,153,0.0505010262131691,0.05080588907003403,0.05066000297665596,0.050680287182331085,0.05066594481468201,0.05075808987021446,0.05076669529080391,0.0,0.05089890584349632,0.05075747147202492,0.2,0.1118560791015625,0.0,-0.5775166749954224,1.6955939531326294,0.05073738470673561,0.0022224865,0.1,80,1e-05,39.07574136853218,29,1.3495322623290122,-0.0020126577540395376
0.05094313248991966,0.05077887326478958,0.045662100456621,0.05065670609474182,0.05079065263271332,0.051005881279706955,0.05072201415896416,219,0.050987936556339264,1310720,0.05088357999920845,0.051043253391981125,0.05091066658496857,0.05085551738739014,993.97,7655,0.050882622599601746,1.3975981735159826,0.0509113110601902,0.05078357085585594,675.8562622070312,0.05067325383424759,-1.0,0.05083639919757843,0.0,0.050852157175540924,0.954337899543379,0.954337899543379,10,0.05064916983246803,171,0.05064916983246803,0.05088754743337631,0.05077388510107994,0.05077272281050682,0.05081702396273613,0.05089121311903,0.050834182649850845,0.0,0.051043253391981125,0.050862476229667664,0.2,0.11034088134765625,0.0,-0.4097869396209717,1.5449084043502808,0.05084022879600525,0.0021862248,0.1,90,1e-05,39.02489677667618,209,1.1845140976831317,-0.002168728918513807
