train/action_std_18,rollout/action_saturation_fraction,train/action_std_09,train/action_std_11,train/action_std_12,train/action_std_04,train/action_std_06,train/action_std_13,rollout/is_fall_mean,time/fps,time/total_timesteps,train/action_std_02,train/action_std_00,train/action_std_24,rollout/force_direction_mean,train/action_std_14,rollout/force_requested_impulse_mean,train/action_std_01,train/action_std_23,train/action_std_21,train/std_max,rollout/is_timeout_mean,train/action_std_10,time/time_elapsed,train/action_std_19,rollout/episodes_noforce,train/action_std_20,rollout/force_onset_mean,train/action_std_08,train/action_std_22,train/action_std_17,train/action_std_03,train/action_std_07,rollout/ep_len_mean,time/iterations,train/action_std_16,train/action_std_05,train/std_min,rollout/recovery_noforce,rollout/ep_rew_mean,train/action_std_15,train/clip_fraction,train/learning_rate,train/explained_variance,train/clip_range_vf,train/n_updates,rollout/timeouts,train/value_loss,train/clip_range,train/std,train/entropy_loss,train/approx_kl,train/policy_gradient_loss,rollout/timeout_without_onset_fraction,train/loss
0.05000000074505806,0.0,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,1.0,5470,131072,0.05000000074505806,0.05000000074505806,0.05000000074505806,-1.0,0.05000000074505806,0.0,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.0,0.05000000074505806,23,0.05000000074505806,8,0.05000000074505806,1.1082500000000008,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,336.25,1,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.0,227.32763671875,0.05000000074505806,,,,,,,,,,,,,,
0.05008961632847786,0.0,0.050145719200372696,0.05002238228917122,0.05007319152355194,0.050053372979164124,0.05013950169086456,0.05014903098344803,0.03225806451612903,4951,262144,0.05011673644185066,0.05011705681681633,0.050096772611141205,-1.0,0.050103746354579926,0.0,0.050087910145521164,0.05010347440838814,0.050081510096788406,0.05014945939183235,0.967741935483871,0.050083957612514496,52,0.050100021064281464,248,0.05006805434823036,1.405766129032259,0.05010340362787247,0.05009187385439873,0.050108104944229126,0.05003555864095688,0.05014945939183235,1000.0,2,0.0500703826546669,0.05006371811032295,0.05002238228917122,0.967741935483871,680.8330688476562,0.05014912411570549,0.12561798095703125,1e-05,-0.16649174690246582,0.2,10,240,2.9207140852697195,0.1,0.05009614676237106,39.39295604526997,0.0025105467,-0.0021528213918827533,0.0,3.900674819946289
0.0501437783241272,0.0,0.050223108381032944,0.050090283155441284,0.05015033483505249,0.05014157295227051,0.05025864392518997,0.050286274403333664,0.5294117647058824,4853,393216,0.05016894266009331,0.050222042948007584,0.050202131271362305,-1.0,0.05021476000547409,0.0,0.050126686692237854,0.05024012550711632,0.05016977712512016,0.050286274403333664,0.47058823529411764,0.050176799297332764,81,0.05015493556857109,17,0.050165388733148575,1.2194117647058833,0.050212256610393524,0.05014804005622864,0.05014476180076599,0.05018847808241844,0.05018998682498932,936.96,3,0.05015360936522484,0.050145357847213745,0.050090283155441284,0.47058823529411764,637.1849365234375,0.05017749220132828,0.10729904174804687,1e-05,-1.1473217010498047,0.2,20,8,1.4554536587558686,0.1,0.050179824233055115,39.34776592850685,0.0021657979,-0.0016158681318302116,0.0,1.825835108757019
0.05024886876344681,0.0,0.050335247069597244,0.05018923431634903,0.05029141530394554,0.05027586966753006,0.05029568448662758,0.05036678537726402,0.0375,4740,524288,0.05025221407413483,0.05027422308921814,0.05033000186085701,-1.0,0.05026179552078247,0.0,0.05026507005095482,0.05029092729091644,0.05030243843793869,0.05036678537726402,0.9625,0.05023840069770813,110,0.050298552960157394,240,0.050254322588443756,1.3950833333333346,0.05031351000070572,0.05026358366012573,0.0502234548330307,0.05027277395129204,0.0503273531794548,995.95,4,0.050293680280447006,0.05022690072655678,0.05018923431634903,0.9625,679.0117797851562,0.050209783017635345,0.11094818115234376,1e-05,-2.1766815185546875,0.2,30,231,1.4662057539448141,0.1,0.050276078283786774,39.30252107977867,0.00214689,-0.0016044381378378602,0.0,1.8050750494003296
0.050317924469709396,0.0,0.05046403780579567,0.050269097089767456,0.05035167187452316,0.05032575875520706,0.05039849877357483,0.050471749156713486,0.34615384615384615,4701,655360,0.050298336893320084,0.05037843436002731,0.05045337602496147,-1.0,0.050336435437202454,0.0,0.05033635348081589,0.05038905516266823,0.05029837414622307,0.050471749156713486,0.6538461538461539,0.05034991353750229,139,0.05035410448908806,26,0.050336532294750214,1.3956923076923087,0.05044674128293991,0.050367459654808044,0.050341930240392685,0.050344083458185196,0.05042190104722977,943.92,5,0.05033949762582779,0.050287868827581406,0.050269097089767456,0.6538461538461539,641.669189453125,0.050291575491428375,0.11549530029296876,1e-05,-1.1420559883117676,0.2,40,17,1.4939706556499004,0.1,0.05035882815718651,39.25883540809154,0.0022231066,-0.0018678654296309105,0.0,1.8355540037155151
0.050446126610040665,0.0,0.05055992305278778,0.050364479422569275,0.05046375095844269,0.05045086517930031,0.05055120959877968,0.05052158236503601,0.034482758620689655,4649,786432,0.05037383362650871,0.05052383616566658,0.05043548345565796,-1.0,0.05045952647924423,0.0,0.0504206120967865,0.050508130341768265,0.05038190633058548,0.05055992305278778,0.9655172413793104,0.0504179410636425,169,0.05042501166462898,232,0.050415780395269394,1.3926293103448286,0.050559405237436295,0.05047906935214996,0.05036652088165283,0.05045966058969498,0.050523702055215836,1000.0,6,0.050475314259529114,0.05041801556944847,0.050364479422569275,0.9655172413793104,682.99072265625,0.0503726452589035,0.10968780517578125,1e-05,-1.2694971561431885,0.2,50,224,1.4622566182166339,0.1,0.050454966723918915,39.21401956379414,0.0022228365,-0.0018378876025053614,0.0,1.8144524097442627
0.050563566386699677,0.0,0.050652191042900085,0.05046016722917557,0.0505542978644371,0.05057434365153313,0.05066336318850517,0.0505877323448658,0.21212121212121213,4631,917504,0.05045878142118454,0.050603654235601425,0.05051707848906517,-1.0,0.05052246153354645,0.0,0.05050167813897133,0.05059482529759407,0.050451621413230896,0.05067801848053932,0.7878787878787878,0.05045899748802185,198,0.05053117126226425,33,0.05051570385694504,1.4525454545454555,0.05067801848053932,0.050579555332660675,0.05049626901745796,0.05058835819363594,0.05062201991677284,961.96,7,0.05061090737581253,0.05051610246300697,0.050451621413230896,0.7878787878787878,655.2332153320312,0.05048217251896858,0.109765625,1e-05,-0.8701099157333374,0.2,60,26,1.3763093845918775,0.1,0.0505514033138752,39.16624726355076,0.0021689285,-0.0017101094811550865,0.0,1.7815020084381104
0.05069148913025856,0.0,0.05074193701148033,0.05051383748650551,0.05060473084449768,0.05068172886967659,0.05074157193303108,0.05065681412816048,0.022123893805309734,4598,1048576,0.0505133792757988,0.050665490329265594,0.05064762383699417,-1.0,0.05060242488980293,0.0,0.050550367683172226,0.050664547830820084,0.05053164064884186,0.050750695168972015,0.9778761061946902,0.050510190427303314,228,0.050570543855428696,226,0.050636231899261475,1.383212389380532,0.050750695168972015,0.05069689452648163,0.05067181959748268,0.05071478337049484,0.05067627504467964,1000.0,8,0.050656553357839584,0.050574708729982376,0.050510190427303314,0.9778761061946902,681.0842895507812,0.05059373751282692,0.11066207885742188,1e-05,-1.4815518856048584,0.2,70,221,1.3687170391902328,0.1,0.05063439905643463,39.122298964858054,0.0021978756,-0.001863177330506005,0.0,1.7608790397644043
0.05072971060872078,0.0,0.05079686641693115,0.05053975060582161,0.05067842826247215,0.05077855661511421,0.050826545804739,0.05079590901732445,0.26666666666666666,4588,1179648,0.05056021735072136,0.05076181888580322,0.050717324018478394,-1.0,0.05068524181842804,0.0,0.050632160156965256,0.05068286135792732,0.050610002130270004,0.05084829404950142,0.7333333333333333,0.05057469382882118,257,0.050631918013095856,45,0.05075919255614281,1.4345777777777786,0.05082858353853226,0.05075588822364807,0.050750479102134705,0.05084829404950142,0.05076684057712555,941.05,9,0.050750941038131714,0.05063635855913162,0.05053975060582161,0.7333333333333333,639.837646484375,0.05069457367062569,0.11198883056640625,1e-05,-1.1462268829345703,0.2,80,33,1.3165311767719685,0.1,0.050711724907159805,39.0828738540411,0.0022579913,-0.00155027575292479,0.0,1.6952518224716187
0.050833940505981445,0.0,0.05093009024858475,0.050591882318258286,0.05075667425990105,0.05087927728891373,0.050868675112724304,0.05094858631491661,0.028037383177570093,4561,1310720,0.050719283521175385,0.05080348998308182,0.05079890415072441,-1.0,0.05076911672949791,0.0,0.05071572586894035,0.05078020691871643,0.050706442445516586,0.05094858631491661,0.9719626168224299,0.050666745752096176,287,0.0507286936044693,214,0.05081849917769432,1.394747663551403,0.050902340561151505,0.05087237432599068,0.05080948770046234,0.05091162398457527,0.05087296664714813,1000.0,10,0.05088217183947563,0.05075901001691818,0.050591882318258286,0.9719626168224299,680.7295532226562,0.05077439546585083,0.10520172119140625,1e-05,-1.4830503463745117,0.2,90,208,1.2809819490648806,0.1,0.0508040226995945,39.0407228410244,0.0021068072,-0.001834170656002243,0.0,1.6690809726715088
