train/action_std_02,time/total_timesteps,rollout/recovery_noforce,train/action_std_03,train/action_std_11,rollout/is_fall_mean,train/action_std_14,train/action_std_16,rollout/is_timeout_mean,train/action_std_15,train/action_std_13,train/action_std_19,rollout/force_onset_mean,train/action_std_00,train/action_std_05,train/action_std_06,train/action_std_24,rollout/force_direction_mean,rollout/force_requested_impulse_mean,train/action_std_20,rollout/ep_rew_mean,train/action_std_22,time/fps,train/action_std_12,rollout/recovery_left,rollout/episodes_left,train/std_min,train/action_std_07,train/action_std_17,train/std_max,rollout/action_saturation_fraction,train/action_std_04,train/action_std_10,train/action_std_09,train/action_std_23,time/time_elapsed,train/action_std_08,train/action_std_01,train/action_std_18,rollout/ep_len_mean,time/iterations,rollout/episodes_noforce,train/action_std_21,train/clip_range_vf,train/n_updates,rollout/recovery_back,train/std,rollout/episodes_right,train/entropy_loss,rollout/timeouts,rollout/recovery_up,rollout/recovery_right,rollout/episodes_back,rollout/recovery_fwd,train/learning_rate,train/approx_kl,rollout/episodes_down,rollout/recovery_down,train/loss,rollout/episodes_fwd,rollout/episodes_up,train/explained_variance,train/value_loss,train/policy_gradient_loss,train/clip_fraction,train/clip_range,rollout/timeout_without_onset_fraction
0.04999999701976776,131072,0.0,0.04999999701976776,0.04999999701976776,1.0,0.04999999701976776,0.04999999701976776,0.0,0.04999999701976776,0.04999999701976776,0.04999999701976776,0.1980000000000005,0.04999999701976776,0.04999999701976776,0.04999999701976776,0.04999999701976776,0.5,0.46737325121320444,0.04999999701976776,177.49757385253906,0.04999999701976776,12319,0.04999999701976776,0.0,1,0.04999999701976776,0.04999999701976776,0.04999999701976776,0.04999999701976776,0.0,0.04999999701976776,0.04999999701976776,0.04999999701976776,0.04999999701976776,10,0.04999999701976776,0.04999999701976776,0.04999999701976776,262.0,1,1,0.04999999701976776,,,,,,,,,,,,,,,,,,,,,,,,
0.050449829548597336,262144,1.0,0.05044097825884819,0.05044073984026909,0.003937007874015748,0.05044260248541832,0.05044936388731003,0.9960629921259843,0.050425756722688675,0.050454821437597275,0.050455279648303986,1.401259842519686,0.05043848976492882,0.050454966723918915,0.05041176453232765,0.050420574843883514,1.7559055118110236,0.51940335850896,0.05042510852217674,742.8904418945312,0.050436194986104965,8030,0.050419263541698456,0.9696969696969697,33,0.05041176453232765,0.050437070429325104,0.050447966903448105,0.050455279648303986,0.0,0.05042681470513344,0.05045084282755852,0.050432395190000534,0.05043940246105194,32,0.05043785274028778,0.050428859889507294,0.05044401064515114,1000.0,2,48,0.050424590706825256,0.2,10,1.0,0.05043742060661316,30,39.30565720498562,253,1.0,1.0,41,1.0,1e-05,0.0038526806,29,1.0,4.739859104156494,35,38,-0.11453711986541748,2.9493741148151456,-0.0017154484843104,0.16278305053710937,0.1,0.0
0.05084213241934776,393216,0.0,0.05078869313001633,0.05079180374741554,0.3333333333333333,0.05080685764551163,0.050805963575839996,0.6666666666666666,0.05084363371133804,0.05083855614066124,0.050832655280828476,0.6073333333333341,0.05081549659371376,0.05083678662776947,0.05081440508365631,0.05079706013202667,0.6666666666666666,0.5257110804382124,0.050816744565963745,735.6031494140625,0.05078457295894623,7895,0.05078648775815964,1.0,1,0.05077878758311272,0.050838351249694824,0.05083731934428215,0.050850849598646164,0.0,0.05080052465200424,0.05082068219780922,0.05080920830368996,0.050850849598646164,49,0.050833381712436676,0.05081109702587128,0.05082595348358154,990.76,3,1,0.05077878758311272,0.2,20,1.0,0.05081631988286972,,39.098020592331885,2,,,1,,1e-05,0.003097617,,,3.2572009563446045,,,-0.3493736982345581,1.3365148926153778,-0.0006214254469796288,0.13341598510742186,0.1,0.0
0.05124819651246071,524288,1.0,0.05116436257958412,0.05117414519190788,0.0,0.05119035020470619,0.05116172879934311,1.0,0.0512089803814888,0.05126473307609558,0.05121319368481636,1.399217391304349,0.05123070254921913,0.051221396774053574,0.05120547488331795,0.05118333548307419,1.976284584980237,0.5120601871362941,0.05121846869587898,739.211669921875,0.05119789391756058,7682,0.05114956572651863,1.0,27,0.05114956572651863,0.05123509094119072,0.05125655606389046,0.05126473307609558,0.0,0.05116961896419525,0.05121413245797157,0.05119657516479492,0.0512625090777874,68,0.051236592233181,0.05118200555443764,0.05122429132461548,1000.0,4,46,0.05117747560143471,0.2,30,1.0,0.051207493990659714,30,38.9071480691433,253,1.0,1.0,36,1.0,1e-05,0.0030496353,50,1.0,3.260331630706787,35,29,-1.6679012775421143,1.3239303829148412,-0.0006830557669672999,0.13398513793945313,0.1,0.0
0.05165962502360344,655360,1.0,0.051568515598773956,0.05157725512981415,0.0,0.05157226324081421,0.05155874043703079,1.0,0.05160840228199959,0.05167953297495842,0.05163402482867241,1.528666666666668,0.051653701812028885,0.05159345269203186,0.051607050001621246,0.0516328327357769,0.3333333333333333,0.3739961680262948,0.05162065848708153,739.529052734375,0.0515935905277729,7383,0.05151740461587906,,,0.05151740461587906,0.05163390189409256,0.05165715143084526,0.051685139536857605,0.0,0.05153784900903702,0.05162234604358673,0.05158303678035736,0.051685139536857605,88,0.051628436893224716,0.05156000703573227,0.051616866141557693,1000.0,5,1,0.05157792195677757,0.2,40,1.0,0.05160718783736229,,38.71396727263927,3,,,2,,1e-05,0.0031979731,,,3.2159719467163086,,,-0.0063173770904541016,1.303977129328996,-0.0008415809027610521,0.13885040283203126,0.1,0.0
0.05205497890710831,786432,1.0,0.0520293191075325,0.052017029374837875,0.031496062992125984,0.05192933604121208,0.05194695666432381,0.968503937007874,0.05202220007777214,0.05206593871116638,0.05203855037689209,1.402228346456694,0.05206417664885521,0.051998429000377655,0.05199889838695526,0.052068646997213364,1.6456692913385826,0.942527216172789,0.05201975628733635,740.37109375,0.05203310400247574,7344,0.05192418396472931,0.8620689655172413,29,0.05192418396472931,0.05206078663468361,0.05205700173974037,0.05211440101265907,0.0,0.05198100209236145,0.052005596458911896,0.051959823817014694,0.05211440101265907,107,0.052084214985370636,0.05199448764324188,0.052065394818782806,1000.0,6,59,0.05201823264360428,0.2,50,1.0,0.05202209949493408,35,38.515987154841426,246,1.0,0.9142857142857143,34,0.9714285714285714,1e-05,0.0032166797,32,1.0,3.2034530639648438,35,30,-1.1246497631072998,1.2505789628252386,-0.0005690317535481882,0.13985671997070312,0.1,0.0
0.05246894434094429,917504,0.5,0.05242545157670975,0.052431777119636536,0.9545454545454546,0.05235989764332771,0.052341338247060776,0.045454545454545456,0.052415329962968826,0.05249061435461044,0.05248348042368889,1.4017727272727285,0.05249607190489769,0.052420828491449356,0.05243775248527527,0.05244217813014984,1.9772727272727273,1.5566430635653914,0.05241650342941284,535.5931396484375,0.05240115895867348,7382,0.0523265041410923,0.0,16,0.0523265041410923,0.05249441787600517,0.052499063313007355,0.05250158905982971,0.0,0.052336808294057846,0.052431654185056686,0.05235586687922478,0.05250158905982971,124,0.05243212729692459,0.05237159505486488,0.052488911896944046,733.04,7,2,0.052418053150177,0.2,60,0.0,0.052427515387535095,17,38.320624047517775,2,,0.0,1,0.14285714285714285,1e-05,0.0031289263,1,0.0,3.1870479583740234,7,,-0.41358864307403564,1.3117907751351594,-0.00106448483920758,0.13396835327148438,0.1,0.0
0.052882540971040726,1048576,0.9117647058823529,0.0528031587600708,0.05282862111926079,0.19383259911894274,0.05274958163499832,0.052692439407110214,0.8061674008810573,0.05288083851337433,0.052902668714523315,0.05293036252260208,1.383497797356829,0.05292859673500061,0.05287258327007294,0.052870627492666245,0.05283040925860405,1.8986784140969164,1.157641916417684,0.05278688296675682,693.836669921875,0.052765730768442154,7202,0.05277344211935997,0.6136363636363636,44,0.052692439407110214,0.05289769917726517,0.05290469899773598,0.0529402419924736,0.0,0.052755970507860184,0.05285152420401573,0.05275055021047592,0.0529402419924736,145,0.052869267761707306,0.05276712775230408,0.052905380725860596,969.31,8,34,0.0527849942445755,0.2,70,1.0,0.05283703655004501,33,38.12646586000919,183,0.96875,0.45454545454545453,35,0.8461538461538461,1e-05,0.003264628,23,0.9565217391304348,3.019991636276245,26,32,-0.43197131156921387,1.1529680809006095,-0.0018878675765336083,0.13918228149414064,0.1,0.0
0.053294625133275986,1179648,1.0,0.05323680490255356,0.05326247215270996,0.6666666666666666,0.05312848091125488,0.05312066525220871,0.3333333333333333,0.05332588031888008,0.053336914628744125,0.05335097014904022,1.3878333333333341,0.05333500728011131,0.05330941826105118,0.053318414837121964,0.05325441062450409,1.9761904761904763,1.3676110828090728,0.05318073183298111,439.3481140136719,0.053215254098176956,7244,0.053180236369371414,0.13793103448275862,29,0.05312066525220871,0.05329268053174019,0.05332035943865776,0.05335097014904022,0.0,0.05312775820493698,0.053270816802978516,0.05316772311925888,0.05332653969526291,162,0.0532817542552948,0.05318092182278633,0.053331729024648666,624.29,9,10,0.053196392953395844,0.2,80,0.8571428571428571,0.05325387790799141,25,37.93035236597061,28,0.25,0.04,7,0.4,1e-05,0.003263703,4,1.0,2.995176076889038,5,4,-0.4598982334136963,1.1525940344668926,-0.001569930719460899,0.13833084106445312,0.1,0.0
0.05371798574924469,1310720,1.0,0.05364725738763809,0.0536646693944931,0.17676767676767677,0.053553737699985504,0.053568385541439056,0.8232323232323232,0.05372440069913864,0.0537654310464859,0.05379210039973259,1.391979797979799,0.0537865087389946,0.05376536771655083,0.05376402288675308,0.053681381046772,1.904040404040404,1.1461391673332346,0.053572919219732285,697.771240234375,0.053627002984285355,7249,0.053594984114170074,0.5588235294117647,34,0.053553737699985504,0.05366797000169754,0.05374227464199066,0.053807877004146576,0.0,0.05359286069869995,0.05368400365114212,0.053604401648044586,0.053807877004146576,180,0.053699981421232224,0.05360623076558113,0.05377060920000076,971.33,10,31,0.053595252335071564,0.2,90,0.9,0.05367990583181381,32,37.73266665637493,163,0.9615384615384616,0.53125,20,0.967741935483871,1e-05,0.003296513,24,0.9583333333333334,2.848163604736328,31,26,-0.13865792751312256,1.0005810749251396,-0.0018228028653538785,0.13934555053710937,0.1,0.0
